timestamp,latitude,longitude,rainfall_mm_hr
2026-07-28,21.45,81.25,0.0
2026-07-28,21.55,81.25,0.0
2026-07-28,21.65,81.25,0.0
2026-07-28,21.75,81.25,0.0
2026-07-28,21.85,81.25,0.0
2026-07-28,21.95,81.25,0.0
2026-07-28,22.05,81.25,0.0
2026-07-28,22.15,81.25,0.0
2026-07-28,22.25,81.25,0.0
2026-07-28,22.35,81.25,0.0
2026-07-28,22.45,81.25,0.0
2026-07-28,22.55,81.25,0.0
2026-07-28,22.65,81.25,0.0
2026-07-28,22.75,81.25,0.0
2026-07-28,17.55,81.35,0.0
2026-07-28,17.65,81.35,0.0
2026-07-28,17.75,81.35,0.0
2026-07-28,17.85,81.35,0.0
2026-07-28,17.95,81.35,0.0
2026-07-28,18.05,81.35,0.0
2026-07-28,18.15,81.35,0.0
2026-07-28,18.25,81.35,0.0
2026-07-28,18.35,81.35,0.0
2026-07-28,18.45,81.35,0.0
2026-07-28,18.55,81.35,0.0
2026-07-28,18.65,81.35,0.0
2026-07-28,18.75,81.35,0.0
2026-07-28,18.85,81.35,0.0
2026-07-28,18.95,81.35,0.0
2026-07-28,19.05,81.35,0.0
2026-07-28,19.15,81.35,0.72443074
2026-07-28,19.25,81.35,0.9329127
2026-07-28,19.35,81.35,1.0117499
